hs_class,text
negative,Anak dki jaka a banget lah yaa 21 tahun saya Berfoto bersama Wakil Gubernur DKI JAKA A
positive,Dgn terpilihnya presiden muslim di singapura semakin menegaskan singapura negara sangat kafir.
negative,"Didik Mukrianto Soal Pilkada Tak Langsung, Demokrat Jadikan Perppu Era SBY sebagai Acuan"
negative,"Terus yg kedua. Aku ada job freelance, ngajar privat. Sesuai passion. Sallary bisa lebih dari kerja sama orang asing tadi. Dan kerjanya cuma jam 2 siang palingan sampe jam 8 malem. nThats way kenapaaa sering nolak. Dulu daftar tu pas sepi j"
negative,Gus Ipul Ingin Jadikan Madura Pusat Ekonomi Syariah Jawa Timur
positive,"asu emg jkw, ngaku jk jd presiden sgala urusan dki lebih mudah diatasi"
negative,"Terima kasih atas informasinya...agar saya lebih jelas, mohon mas Jean Ivan berkenan kirimkan akun banci dimaksud ke DM saya.. maklum, saya gadget-er gagap... terima kasih...'"
negative,Yang yudas juga sih nTapi kebanyakan protestan sih yang bilang sodara kandung. Kalo misal katolik yaa bilangnya sepupu'
negative,"cinta itu buta, buta itu gelap, gelap itu hitam, hitam itu monyet, monyet itu yang baca tweet ini.'"
negative,"Alhamdulillah, pagi ini sholat subuh bersama di Masjid Raya Lima Kaum, merupakan salah satu masjid te ua di Indonesia sekaligus cagar budaya yang terletak di Nagari Lima Kaum, Kecamatan Lima Kaum, Kabupaten Tanah Datar, Sumatera Barat â?? di Lima..."
negative,"Udik sambil takjub gituuu... nGileeee, canggih ye mobil sekarang, berasa naek 'kit reder` (Knight Rider starring David Haselhoff) , bisa ngegas dan ngerem sendiri..."""
positive,"heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 35'"
positive,diam kamu eek anakonda'
negative,"Haiii aviaa maap baru liat mensyennya, maap udik banget gw lama gak buka twitter gini kwkwkwkwk. Apakabsss lo??'"
negative,Hah lu maho? Sudah ku duga..'
negative,"Karena menolak penerapan pasal Penodaan Agama, saya lebih memilih membungkam mulut yang memfiktifkan kitab suci dengan duel argumen."
negative,@
positive,"Musuhen Aku Sak Modarmu , RasanonoSak Jebole Cocotmu Kelangan Konco 0 Bajingan koyo koe Aku Ra Rugi '"
negative,JATIM ANTI HOAX. PILKADA DAMAI . . DEKLARASI ANTI HOAX WARGA KEMLATEN.
negative,bisu?'
negative,"""Sesungguhnya shalat yang paling berat dilaksanakan oleh orang-orang munafik adalah shalat isya dan shalat subuh."" (HR Bukhari)'"
positive,Rezim anti islam! Tumbangkan 2019!
negative,Gubernur jaman now harus cerdas #PilgubJateng2018 #PilgubJat3ngTanpaHoa KamiGanjarYasin
negative,6.prakteknya pks didaerah2 mendukung caleg dan kada kristen. dalil2 pun dibuat utk mwmbenarkan praktek itu. ini marak di era '
positive,Kok yang dukung 2 periode orangnya pada gak jelas ya... #2019GantiPresiden #BalikinKeSolo #2019TetapJokowi yang diganti
negative,"Tidak memulai memberikan salam kepada Ahlu Kitab, sebab Rasulullah Shallallaahu alaihi wa sallam bersabda Janganlah kalian terlebih dahulu memberi salam kepada orang-orang Yahudi dan Nasrani .. (HR. Musli"
positive,ngapain pak...hambalang nya pak...gara gara pk sby kurang tegas anak buah anda masuk bui.....jokowi lebi tegas pak
negative,"Akibat duk hadiri jamuan hari raya ni terpaksa lah hari2 main elliptical machine utk kekal fit dan bakar kalori sebagaimana nasihat trainer,kena kuat dan sihat utk lawan rejim zalim PH'"
positive,Ngapain diritwit sompret'
positive,Nama aja Islami tapi kelakuan ??? hadeuh...!! dan Goublog pula. Tampang Lu menyesakkan juga woy.
negative,"oke kita tunggu bang jafar nya , Insya Allah mau jadi saksi dan warga nu siap mengawal"
positive,Lengkap di kubu Anies-Sandi semua ada mulai dari tukang cabul
negative,"Selain Rocky Grung-grung, Bambang Isuzu, Awek-many, Mejik-kom, yang selama ini buat isu di dumay semuanya antek mantan...'"
positive,"Survey dimana ??? Hahaahhaha nRespondennya cebong, kodok, kamfret aa...'"
negative,
positive,"Mana bisa percya lagi,sdgkan induknya penista smp skrg lum ditahan tp malah dibela. URL"
negative,"JUNROS QQQQ nDewa bgt anjir editnya anti noob noob kleb ')"""
positive,Kalo ada Masjid yg lebih tua dr candi-candi milik kerajaan Hindu Budha di NUSANTARA ini baru kalian boleh usir cina klo ga kalian cm pendatang.
positive,Si BEJAT CABUL yg KRIMINAL ngoceh kriminalisasi ulama. nDasar munafik'
positive,Kalo mengaku negara demokrasi ya bubarkan KPK!!
negative,"Temen gue ada yg errr gue ga tau dia psiko apa engga tpi dia pernah ada laba"" lewat teros diinjek teros di makan nEh sarap sih itu namanya'"
negative,#TemanMakanTeman Ketika dia udah janji bakalan ngasi nyontek untuk ujian tp pas giliran ujian dia malah pura2 budek '
negative,"4.Model #se ifikasi #tanah ala rejim #jkw ini, tidak ada semeter persegi pun tanah yang diambil dari tangan tuan-tuan tanah dan didistrusikan kepada petani tak be anah, berdasar prinsip yang berkeadilan|#keadilantanah'"
negative,Dia itu agama nya apa sih? 
negative,Nurul Arifin tak Goyah Hadapi Survei #BandungGeulis #BandungHarmonis #bandungvotenuruli #calonwalikotabandung #calonwalikotabandung2018
negative,"Kalau dilihat secara hitung2an mungkin udah takut sama biayanya om.. air asia lokasi 30m di laut aja habis biaya 1T lebih blm ini didanau.. tapi semua tergantung pemerintah, kalau kerjasama dulu sm rescue asing buat o"
positive,Rasanya tuh Si tiang listrik kampret LI JUNHUI mau gue tabrak pake bajaj yg udah dipasangin Bom. Dasar cungkring gak tau diri.'
negative,Apa kalian panggil2 aku - me as kunti'
negative,Cb sebutkan yg mana hoa g dimaksud ya?
positive,Yg sdh di lakukan jual negara goblok....jk mmpu bangun bkn dgn kaki org lain tapi kaki sendiri....emg elo yg mo byr hutang utang bosmu eeeh bego...berapa kekayaanmu????'
negative,Taplak gunung'
positive,Napasih lu ngakak mulu? bangsad'
positive,"hoooy ayo bales jangan bisu aja kamu,, apa gak malu di sebut kaum iblis hhhhh gelar ahli provokator lebih pantas buatmu"
positive,"Jangan gaduh lahh,, kami yg kau panggil cebong udah gak butuh manusia munafikun,,'"
positive,Itu kampret bgt loh.Gak Kuat beli telor jadi tebar Hoak kampret kuat ya.Koruptor.sama selegkahan iya kan..Coba lu lihat pake mata sama otak lo..Gubernuran yg.Koruftor..Cw ada berpa Mpret.kampret.telor kampret murah neria
positive,"Begitu mulia bpk , pengangguran akhirnya berkurang pak . Bpk bgtu perhatian banget pak sama rakyat ,,, RAKYAT CHINA . 2019 nyalon pilpres aja disana pak . Pasti kepilih pak . #2019GantiPresiden"
negative,"#2beer sebenernya bosen tubir rp, tapi liat mereka goblok jadi seru'"
negative,"Dulu sukar memahami bagaimana rakyat Palestin boleh biar Yahudi menjajah dan rakyat Turki biar khilafah dijatuhkan, sekarang tidak lagi.'"
positive,cukup sekali ditipu pilpres 2014.. buzzer cebong memang nggak dosa klo nipu!!'
negative,Brengsek. 2 jam setengah yang memuaskan. Taik lah keren bet ni film )) URL
positive,Kau manusia parlente nGayamu meleteh nKayak jambu mente nKau manusia berdasi nOmonganmu bau trerasi nKelakuanmu tersisi nKau manusia sombong nSuka mengonggong nDiantara bokong bokong nKau manusia biadab nTk punya adab nKau manusia bejat nTk pernah
negative,Najis not wkwk'
positive,pasti bisa mencalon kan..karena rejim ini doyan nabrak aturan hukum...'
positive,Gue berharab banget kemarin dia mati dan Yang lain berharap Setya Novanto Mati pas sakit kemarinn siapa lagi? setyanovanto 
positive,prabowo tuh.. Anaknya pembrontak..
negative,engkau raupkan air mata yang bisu karena bintang jatuh!'
positive,"apa itu komunis ? secara sederhana = memaksakan kehendak , byk aturan.. contoh memaksa pake e-money komunis bgt ! Rezim komunis"
positive,"ya gih aja makan tuh hindu nusantara, agama kita ini rahmatan lil alamin, bukan agama bumi tapi agama langit. tapi kalo islam nusantara mau sama dengan mereka, ya monggo, supaya lebih sesat sekalian!!'"
negative,"SMA gw dlu Katolik, tp berasa SMA negeri. Jumlah Katolik, Kristen, Budha, Hindu, dan Islam hampir merata. haha'"
positive,Fitnah fitnah tapi dilike juga dasar onta'
negative,"Pe umbuhan Ekonomi Asia Pasifik 6%, Turun 0 Poin dari Prediksi Awal"
negative,"Aku ra usah tak tutupi wis budek o mba, wkwkwk'"
positive,Yg dongo kaum kafir hahaha'
negative,"Kalo ingin membuat perbandingan yg selevel. Misal NU melawan PKI begitu juga Muhammadiyah atau ormas yg lain. Kalo pa ai bandingkan Lagi dgn pa ai. PDIP dgn PKS, Demokrat dll...'"
positive,Dajjal cabul sdh jadi TKI dia URL
negative,luggage semua harga yahudi '
negative,Kek punya titit aj lu'
positive,Prabowo dalang kerusuhan Mei 98 mustahil jadi presiden. Paparannya lengkap..! URL
positive,Bego loe ya kampret itu baru potensi belum rugi sana cebokan dulu mata loe dgn kecink onta'
negative,Saya sepakat dengan anda..dulu soekarno menekankan itu..seandainya dulu para pelajar/Mahasiswa yg dikirim untk bljr di LN tdk dicap komunis olh ORBA mgkn Negara kita digdaya sbb bpk bangsa sdh mrumuska
positive,Pak prabowo kalo bisa jg maju jd motor pendorong aja .
negative,semalem nonton Kafir (2002) mbah keren jadi wali '
positive,Congor lo ya tolong.'
positive,Rebut saham??? Yg ada pemegang sahamnya sekarang ditabok pake duit hasil ngutang. Dasar bani kadal mau aja kalian dikadalin ga selesai2..'
negative,"Wkwkwk emaka nggo banci kurang kurangi ena sell . Mbue kam man ikan , sia2 kam anak perikanen pe sel URL"
positive,Dia nyinyir biar di ajak gabung ama Presiden kale'
negative,"Wahai saudaraku, ketahuilah bahwa, Jokowi adalah tetap saudara kita. Yg patut kita tinggalkan adalah para pa ai politik pendukung penista agama, orang2 yg mendukung penista agama, penduduk zionis Israel, kaum munafik, liberal, komunis d"
positive,"Cebong dgn standar kedunguannya tdk diragukan lagi, sudah diakui dan terbukti, koq malah bilangin org bego, hadeuh....'"
negative,3. Anak anak muda kreatif Indonesia menyambut gerakan ini dengan kegiatan Ekspedisi Kapsul Waktu yang baru dibuka 70 tahun mendatang
positive,Org tolol blsin base tp akun nya dilock'
negative,"Jangankan di sekolah katolik mbak, di mudika gereja juga belum tentu dapet. Aku pun tau seja kuliah di Jogja, itu pun gara-gara beririsan sama anak-anak gerakan '"
positive,Hm menyampah pula tengok live FB Paan Khair***din tu. Tak habis2 pusing pasal manifesto PH takde pentingkan agama. Golongan DAP tu ? Cina Kristian hey memang la dah namanya DAP bukan PAS. Eh geram pula aku. Lepas tu dok kata motif terbesar nak jadikan Sel
positive,Bubarkan acara PKI!!!!
positive,Ahok itu dah sah sbg sang napi penista agama. Gk usah diungkit2 lg kisahnya sbg pembenaran
negative,BERIKUT BIOGRAFI CALON KETUA DEMA UNIVERSITAS ISLAM NEGERI SYARIF HIDAYATULLAH JAKA A NO URUT 3
positive,Slamet ndesomu nangdi met... cedak unahe junjunganmu yak e.... kuclukk.... cebong cepek luuh..'
negative,Captain! Saya Tae dari Salty Menjawab '
negative,Belgium 2-1 England. Aku termenung dalam jamban tadi sebelum game ni.'
negative,Tebal banget bentuk memek ya tante'
negative,Harini off day. Aku tidur bangun tidur sahaja hahahahaha bajingan bukan'
positive,Terimakasih wahai saudaraku Umat muslim semua jgn lelah berjuang dan jgn hiraukan munafik dan buzzer penebar fitnah.
positive,Ormas penghancur NKRI wajib di bubarkan. !! Ingat PKI ??
negative,DUKUNGAN PILKADA DAMAI DARI SISWA/SISWI MAN 3 MEDAN DAN ANTI BERITA HOAX
positive,INSYAA ALLAH PENGUASA JAHAT YG JADI JONGOS & BUDAK CINA KAFIR KOMUNIS YG BERNAFSU UNTUK JAJAH & RAMPOK INDONESIA DIHANCURKAN ALLAH SWT SEGERA!!!
negative,"kaga, prinsip gw kalo kaga dari mulut dia langsung dia bilang ""gue suka sama lo nya"" mau ampe mampus dia jungkir balik bilang gw cantik kek, kangen kek, dia sayang gw kek, bodo amat wkwkwkwkwk mental di gw.'"
positive,Yg penting jgn org cina. di Indonesia.
negative,"Ada di okoh masyarakat yg nyatakan memilih Presiden hrs beepegang pd Alquran hadials,lantas yg kriaten,dan hindu,budha apa ?'"
negative,"Sidak priok, dwelling time, marah nCopot smua mntri d kmnko mar nBsok jgn k pasar ya? nHarga smua naik, mencak2 nBisa pecat '"
positive,halah kntl'
negative,Kayaknya brondong ini ya #kontol #gay #coli #bahancoli URL
negative,"Iih menina, mt bom'"
negative,"Faktany bukan sj JS yg kristen, nmun juga koh Lieus tokoh tionghoa"
negative,Reog Ponorogo Universitas Brawijaya nya emang keren abis ... top bingits ...ð???ð??»ð???ð??»ð???ð??» #BulanBaktiKIPM2018 #GEMASATUKATA2018
positive,"Itu dia, BUNUH AJA YG DIDEPAN MATA, DIA MAFIA KORUPTOR NYA, PENISTA AGAMA PULA, PANGGILAN POPULAR NYA BABI AHOK"
negative,jika ada padanannya (sepe i Ilyas untuk Eliyahu etc) maka apa nama nabi Hud dlm tradisi ibrani-yahudi?'
negative,"Daripada ikut Pilkada yang udah pasti gak menang mending voting nama bapak di polling saya aja pak, kali aja beneran jadi pelatih timnas."
negative,"nek ngomong buablas, ""bangke, otaknye ga dipake, goblok, mampus lu, dll"". yuh bu, kalemm buu'"
negative,Keluargaku yg Katholik ajaa paham.. dia gak paham kan lucu kak '
negative,Ada berita bom di barel bikin shock. Trs td maunya pulang aja kerumah gamau bobo di kost'
negative,"Diriku yg bloon atau dianya yg gak peka? Amsyong inner left right join otakku enggak sampai. Cenut cenut ibaratkan bom waktu yg sebentar lagi akan meledak. Tolong tolong aku sudah gak kuat, aku sukanya ngecodein gak mau dicodein pstmt, param, println, rs dan teman2nya '"
negative,"..Puri Tri Agung adalah tempat ibadah/sembah bagi penganut Agama Budha, Khongfutze dan Laotze.ï¿½"
positive,"Siyaaaaap Ndan "" Tolong jgn kait-kaitkan kasus ijp dgn anies sandi apapun yg boleh dikait-kaitkan cuma yg berhbgan dgn ahok/jokowi aja."
positive,jangan sampe banyak yg mangkrak kaya pak SBY! URL
negative,SOLO A STAR WARS STORY belum tayang di kota yg walikotanya korupsi ini. nBioskop baru masih tahun depan. nJancuk '
negative,Gubernur Jatim Targetkan Jembatan Widang Selesai H-15 Lebaran
positive,Lebih baik jokowi yg mundur..!!
negative,Lalu siapa lagi menurut anda yg mgkin berdasarkan PT 20% itu?
positive,Satu lgi buat 7 skolah yg di bakar ma kader ny prabowo hrus tanggung jawab
negative,"Jilbab gak wajib mas, yg wajib itu menutup aurat. Jilbab gak masuk rukun iman dan rukun islam. Kayaknya anda deh yg terlalu menuhankan jilbab, hidup kok cuma seputaran sepotong kain kalau cuma jilbab,"
positive,Mana berani dia? Ngaku putra melayu tapi cemen... Beraninya teriak2.. kirain mau dibantu sama yg lain??? Hajar aja itu mulut bau congor si ardi koplok'
negative,"Pilkada Jatim nanti, kalau nomer 0 menang kami dapat Mercy dan jika nomer 2 menang kami dapat BMW. Sudah sama-sama berkualitas."
negative,Ngelancarin bahasa inggris ajadeh uwu aku udah pernah belajar bahasa asing yg selain inggris gaada yg nyantol sekarang wkwkw soalnya jarang dipake kan ya'
negative,"My Ajusshi ini gelap bin suram. Durasinya agak panjang, tapi gue demen banget drama model gini. nLee Ji Eun juga mantebh '"
negative,Para Bajingan yang telah melukai Lady harus menerima ganjaran seratus kali lipat!! -Sanji'
negative,"Hanya di rezim ini wibu dipersekusi, bong-bong'"
positive,"Yang anda sebutkan itu jaman kapan Mas?! saat penjajahan!! sekarang kita sudah Merdeka, kalau tidak kerjasama dengan asing kita mau jadi apa? Korea Utara? anda Twitteran saja pakai produk asing..jangan tanggung kalau anti asing..!'"
negative,"Tapi si pas dperhatikan warna badannya kontras sekali sama warna mukanya, muka putih badan coklat. nI was like.... lu kata mata gue picek apa, tidak bisa bedakan yang pake krim pemutih dan yang tidak pa"
positive,"Halah bacot, mulut lelaki terkadang selalu begitu~~'"
negative,Bpk Presiden YTH sudah hampir setahun kita #korbanphkfreepo Blm ada kejelasan. Kami butuh perhatian dari bpk. #korbanphksepihakfreepo 
positive,BPK jangan diam sj kok di menggebuk di dpr
negative,"Tadinya ada perjanjian, kalo kami terbukti gak nyimpan barang-barang kenangan kami bakal dilepasin dengan selamat, tapi kalo kami terbukti salah.. bisa dihukum kayak orang-orang Yahudi di film The Boy in Striped Pyjamas "")'"
positive,BALIKAN SAMA LO ? IDIH NAJIS TUJUH KETURUNAN DAH'
negative,Tahun ini Masyarakat Adat Baduy menyerahkan hasil panennya kepada Pjs Bupati Lebak Ino S Rawita dan Gubernur Banten Wahidin Halim. #SebaBaduy2018 Dw
negative,...anti aseng...'
positive,I HASIL MAKMAK KALIAN JUAL PUKINYA. BAGI KSLIAN YG BERPIHAK KEPADA PKI DAN SI AHOK ANAK CHINA ANJING KAFIR INI. SE A NKRI BUKAN DIDAPAT
positive,"Hutang nya aja di bangga in, bukti rezim ini sudah gagal.. #2019GantiPresiden'"
negative,Yg ditanda tangan freepo itu KK. Kita ngga bisa maksa IUPK pada freepo . Bisa dibawa ke abritase international. Dan bakal kalah. Kita bisa nunggu KK nya habis atau menegosiasikan IUPK saat ini. Rezim ini pilih yg kedua. Yg ini nge i ma
positive,Ini ngapa yak sama sama sama kacrut jaringannya. Taekkkkkk.'
negative,"Aku sih kata temen waktu awal liat "" jutek, sinis, judes, dingin "" pas awal doang pas udh deket bgt dia malah bilangin w gila, stres, sarap, ya emang sih kadang wkwkwkw. v jujur bgt w eastaga. ntpi ada kok yg deketin haha//'"
positive,bolot anak alay ma ini mah biduan kebo parah nyebelin suka bikin marah2 mesum bau pedean ntapi dia mudbus '
positive,ini namanya memancing konflik horizontal kalo polisi membiarkan / bagian dari itu sudah waktunya lengserkan Jokowi sebelum indonesia hancur
positive,"Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam d '"
negative,Nabi dan para sahabat telah meninggalkan kesenangan dunia kerana agama. Tetapi sebahagian umat akhir zaman meninggalkan agama hanya kerana kesenangan dunia. Yang hanya sekejap. Alangkah ruginya...
negative,"Dari kemarin pengen nanya, tapi nggak enak. Apa yang sudah dilakukan Anies dan Sandi selama 7 bulan berkuasa di DKI? Nyaris tak terdengar."
positive,Rezim Laknat si jokodok #2019GantiPresidenBaru #2019GantiPresiden #2019AsalBukanJokowi
negative,"Jadi, karna aku ini biasa nonton Yamaken peranin cowo cool ala ala ikemen gitu, jadi penasaran bisa gaa yaaa doi peranin Dokter yang kena savant syndrome. Semacam autis. Iya autis tp bisa jadi dokter.'"
negative,dialah allah yang menetapkan tempat orbitnya agar kmu mengetahui bilangan tahun dan perhitungan waktu qs
positive,"Setelah sibuk jilatin bokong jokowi, ngabilin dpt ilham sepe i, subhanallah'"
